id,target
733,185
734,193
735,199
736,193
737,193
738,193
739,193
740,96
741,185
742,193
743,96
744,193
745,193
746,193
747,185
748,201
749,201
750,185
751,201
752,193
753,200
754,96
755,201
756,193
757,185
758,193
759,193
760,96
761,185
762,96
763,155
764,155
765,200
766,193
767,193
768,96
769,96
770,193
771,193
772,96
773,193
774,184
775,155
776,155
777,195
778,201
779,185
780,193
781,185
782,201
783,96
784,193
785,155
786,193
787,196
788,155
789,96
790,193
791,96
792,185
793,96
794,96
795,96
796,193
797,185
798,201
799,185
800,193
801,155
802,200
803,155
804,193
805,96
806,193
807,185
808,193
809,201
810,193
811,184
812,155
813,193
814,185
815,185
816,185
817,193
818,193
819,193
820,155
821,155
822,155
823,193
824,193
825,193
826,155
827,193
828,155
829,184
830,200
831,200
832,96
833,155
834,185
835,155
836,201
837,155
838,155
839,193
840,201
841,193
842,155
843,96
844,193
845,201
846,201
847,201
848,193
849,155
850,96
851,200
852,193
853,96
854,155
855,193
856,193
857,185
858,193
859,193
860,201
861,201
862,184
863,201
864,155
865,193
866,201
867,96
868,96
869,96
870,185
871,193
872,155
873,193
874,185
875,201
876,155
877,155
878,155
879,200
880,96
881,193
882,193
883,155
884,155
885,193
886,96
887,193
888,96
889,184
890,200
891,155
892,185
893,193
894,201
895,199
896,200
897,199
898,193
899,193
900,96
901,96
902,200
903,193
904,200
905,193
906,96
907,193
908,185
909,96
910,185
911,193
912,96
913,184
914,96
915,193
916,185
917,201
918,185
919,193
920,200
921,200
922,193
923,193
924,96
925,155
926,193
927,193
928,193
929,185
930,200
931,193
932,96
933,155
934,201
935,96
936,201
937,200
938,193
939,185
940,200
941,96
942,193
943,199
944,96
945,155
946,193
947,193
948,201
949,193
950,155
951,199
952,193
953,193
954,193
955,184
956,155
957,155
958,200
959,155
960,193
961,193
962,193
963,199
964,185
965,200
966,193
967,185
968,155
969,185
970,201
971,155
972,193
973,184
974,96
975,155
976,184
977,155
978,193
979,193
980,184
981,193
982,201
983,193
984,185
985,185
986,96
987,201
988,96
989,193
990,193
991,193
992,185
993,201
994,193
995,193
996,201
997,155
998,201
999,185
