id,target
309,127
310,96
311,151
312,121
313,121
314,121
315,186
316,186
317,170
318,186
319,127
320,151
321,151
322,151
323,155
324,96
325,96
326,96
327,155
328,127
329,186
330,155
331,96
332,121
333,121
334,96
335,121
336,144
337,172
338,96
339,127
340,170
341,151
342,127
343,170
344,170
345,151
346,144
347,96
348,127
349,151
350,144
351,151
352,127
353,144
354,180
355,171
356,180
357,144
358,157
359,184
360,157
361,186
362,144
363,185
364,170
365,185
366,144
367,96
368,188
369,144
370,185
371,172
372,127
373,121
374,127
375,127
376,144
377,127
378,127
379,144
380,180
381,127
382,127
383,96
384,127
385,96
386,96
387,171
388,151
389,127
390,144
391,170
392,172
393,144
394,144
395,144
396,170
397,170
398,144
399,180
400,180
401,157
402,185
403,157
404,180
405,180
406,180
407,180
408,186
409,121
410,170
411,170
412,121
413,186
414,186
415,121
416,121
417,121
418,180
419,180
420,127
421,180
422,127
423,157
424,180
425,157
426,180
427,127
428,144
429,96
430,144
431,157
432,180
433,180
434,157
435,180
436,157
437,157
438,127
439,181
440,181
441,151
442,181
443,127
444,151
445,151
446,151
447,96
448,151
449,96
450,144
451,144
452,144
453,144
454,144
455,144
456,151
457,144
458,186
459,186
460,155
461,144
462,170
463,155
464,96
465,155
466,144
467,144
468,180
469,180
470,16
471,186
472,121
473,180
474,127
475,127
476,127
477,171
478,172
479,144
480,144
481,181
482,144
483,172
484,186
485,96
486,144
487,144
488,171
489,186
490,144
491,184
492,121
493,144
494,171
495,186
496,184
497,184
498,144
499,186
500,144
501,144
502,96
503,96
504,144
505,151
506,151
507,144
508,151
509,96
510,127
511,127
512,127
513,127
514,127
515,186
516,184
517,127
518,186
519,127
520,127
521,170
522,96
523,96
524,170
525,96
526,96
527,170
528,172
529,170
530,96
531,96
532,127
533,186
534,121
535,121
536,121
537,184
538,186
539,121
540,184
541,186
542,121
543,184
544,172
545,155
546,188
547,180
548,180
549,180
550,157
551,170
552,170
553,121
554,144
555,127
556,127
557,144
558,170
559,170
560,127
561,180
562,170
563,171
564,127
565,171
566,170
567,170
568,144
569,155
570,188
571,127
572,155
573,144
574,121
575,96
576,160
577,151
578,127
579,96
580,151
581,144
582,121
583,127
584,186
585,96
586,155
587,96
588,127
589,127
590,96
591,144
592,127
593,127
594,144
595,127
596,96
597,181
598,160
599,171
600,181
601,121
602,96
603,127
604,96
605,180
606,127
607,127
608,170
609,181
610,144
611,170
612,144
613,121
614,144
615,144
616,144
617,181
618,170
619,185
620,186
621,185
622,16
623,144
624,151
625,185
626,170
627,144
628,157
629,170
630,170
631,121
632,170
633,155
634,172
635,127
636,127
637,181
638,144
639,185
640,151
641,157
642,180
643,144
644,127
645,181
646,181
647,180
648,180
649,144
650,144
651,170
652,151
653,184
654,184
655,184
656,186
657,186
658,121
659,96
660,121
661,144
662,188
663,186
664,144
665,186
666,127
667,185
668,180
669,127
670,121
671,155
672,172
673,184
674,151
675,96
676,144
677,170
678,171
679,181
680,127
681,157
682,186
683,184
684,171
685,181
686,127
687,144
688,151
689,144
690,185
691,144
692,144
693,184
694,170
695,144
696,171
697,144
698,121
699,186
700,96
701,127
702,127
703,170
704,151
705,144
706,170
707,186
708,96
709,96
710,121
711,144
712,127
713,127
714,121
715,170
716,144
717,144
718,151
719,144
720,181
721,186
722,184
723,121
724,181
725,151
726,144
727,144
728,170
729,144
730,151
731,170
732,127
733,186
734,144
735,184
736,144
737,144
738,151
739,144
740,96
741,121
742,144
743,170
744,144
745,151
746,144
747,186
748,181
749,180
750,186
751,184
752,144
753,121
754,170
755,16
756,144
757,121
758,151
759,151
760,170
761,186
762,170
763,127
764,127
765,171
766,144
767,96
768,170
769,127
770,144
771,151
772,170
773,144
774,16
775,121
776,127
777,185
778,188
779,186
780,144
781,186
782,184
783,170
784,151
785,127
786,144
787,188
788,121
789,127
790,151
791,127
792,181
793,96
794,96
795,127
796,144
797,186
798,172
799,186
800,144
801,127
802,155
803,121
804,144
805,127
806,151
807,181
808,144
809,188
810,144
811,172
812,121
813,151
814,186
815,181
816,186
817,96
818,144
819,144
820,127
821,127
822,127
823,144
824,151
825,151
826,127
827,151
828,127
829,172
830,155
831,172
832,96
833,127
834,185
835,127
836,181
837,127
838,127
839,144
840,121
841,151
842,181
843,170
844,144
845,155
846,180
847,184
848,144
849,127
850,96
851,172
852,151
853,170
854,127
855,144
856,144
857,186
858,144
859,151
860,184
861,181
862,172
863,184
864,127
865,144
866,172
867,127
868,170
869,127
870,186
871,144
872,127
873,144
874,186
875,181
876,127
877,127
878,127
879,155
880,96
881,144
882,144
883,121
884,127
885,144
886,170
887,144
888,127
889,172
890,188
891,127
892,185
893,144
894,155
895,188
896,155
897,172
898,144
899,151
900,170
901,170
902,188
903,151
904,188
905,151
906,170
907,96
908,181
909,127
910,186
911,144
912,170
913,184
914,96
915,144
916,185
917,121
918,185
919,144
920,188
921,181
922,144
923,144
924,127
925,181
926,144
927,144
928,144
929,186
930,172
931,96
932,170
933,121
934,172
935,127
936,184
937,181
938,144
939,121
940,121
941,170
942,151
943,184
944,170
945,127
946,144
947,151
948,172
949,144
950,127
951,185
952,144
953,151
954,144
955,172
956,181
957,181
958,171
959,127
960,144
961,144
962,151
963,172
964,186
965,121
966,144
967,186
968,127
969,186
970,172
971,127
972,151
973,16
974,96
975,181
976,172
977,127
978,151
979,96
980,184
981,96
982,181
983,151
984,186
985,160
986,96
987,188
988,96
989,144
990,96
991,144
992,186
993,181
994,151
995,151
996,181
997,181
998,121
999,181
