id,target
480,193
481,181
482,193
483,181
484,186
485,193
486,193
487,193
488,181
489,186
490,193
491,184
492,186
493,193
494,181
495,186
496,198
497,184
498,193
499,186
500,193
501,193
502,96
503,193
504,193
505,193
506,193
507,193
508,193
509,193
510,191
511,191
512,191
513,191
514,191
515,186
516,184
517,191
518,186
519,191
520,191
521,96
522,96
523,96
524,96
525,96
526,96
527,96
528,157
529,96
530,96
531,193
532,96
533,186
534,181
535,181
536,186
537,198
538,186
539,197
540,198
541,186
542,181
543,198
544,181
545,181
546,196
547,181
548,181
549,181
550,157
551,96
552,96
553,186
554,193
555,191
556,96
557,193
558,96
559,96
560,96
561,181
562,96
563,181
564,191
565,181
566,96
567,96
568,193
569,181
570,188
571,191
572,181
573,193
574,181
575,96
576,160
577,193
578,191
579,96
580,193
581,193
582,197
583,96
584,186
585,96
586,181
587,193
588,191
589,191
590,193
591,193
592,191
593,96
594,193
595,191
596,193
597,186
598,160
599,181
600,186
601,197
602,96
603,96
604,193
605,181
606,191
607,191
608,96
609,186
610,193
611,96
612,193
613,186
614,193
615,193
616,193
617,186
618,96
619,181
620,186
621,181
622,157
623,193
624,193
625,185
626,96
627,193
628,157
629,96
630,96
631,155
632,96
633,181
634,157
635,191
636,96
637,181
638,193
639,195
640,193
641,157
642,181
643,193
644,191
645,197
646,186
647,181
648,181
649,193
650,193
651,96
652,193
653,198
654,184
655,198
656,186
657,186
658,186
659,96
660,181
661,193
662,188
663,186
664,193
665,186
666,191
667,185
668,181
669,191
670,181
671,181
672,157
673,198
674,193
675,193
676,193
677,96
678,181
679,181
680,191
681,157
682,186
683,198
684,181
685,181
686,191
687,193
688,193
689,193
690,181
691,193
692,193
693,198
694,96
695,193
696,181
697,193
698,181
699,186
700,193
701,96
702,191
703,96
704,193
705,193
706,96
707,186
708,96
709,96
710,181
711,193
712,96
713,191
714,181
715,96
716,193
717,193
718,193
719,193
720,197
721,186
722,184
723,181
724,197
725,193
726,193
727,193
728,96
729,193
730,193
731,96
732,191
733,186
734,193
735,198
736,193
737,193
738,193
739,193
740,96
741,186
742,193
743,96
744,193
745,193
746,193
747,186
748,181
749,181
750,186
751,184
752,193
753,181
754,96
755,181
756,193
757,186
758,193
759,193
760,96
761,186
762,96
763,191
764,191
765,181
766,193
767,193
768,96
769,96
770,193
771,193
772,96
773,193
774,157
775,197
776,191
777,195
778,188
779,186
780,193
781,186
782,198
783,96
784,193
785,191
786,193
787,196
788,197
789,96
790,193
791,96
792,186
793,96
794,96
795,96
796,193
797,186
798,181
799,186
800,193
801,191
802,181
803,197
804,193
805,96
806,193
807,186
808,193
809,188
810,193
811,157
812,197
813,193
814,186
815,186
816,186
817,193
818,193
819,193
820,191
821,191
822,191
823,193
824,193
825,193
826,191
827,193
828,191
829,157
830,181
831,181
832,96
833,191
834,185
835,191
836,181
837,191
838,191
839,193
840,181
841,193
842,197
843,96
844,193
845,181
846,181
847,198
848,193
849,191
850,96
851,181
852,193
853,96
854,191
855,193
856,193
857,186
858,193
859,193
860,198
861,181
862,157
863,198
864,191
865,193
866,181
867,96
868,96
869,96
870,186
871,193
872,191
873,193
874,186
875,181
876,191
877,191
878,191
879,181
880,96
881,193
882,193
883,197
884,191
885,193
886,96
887,193
888,96
889,157
890,188
891,191
892,185
893,193
894,181
895,188
896,181
897,181
898,193
899,193
900,96
901,96
902,188
903,193
904,188
905,193
906,96
907,193
908,186
909,96
910,186
911,193
912,96
913,184
914,96
915,193
916,185
917,181
918,185
919,193
920,188
921,181
922,193
923,193
924,96
925,197
926,193
927,193
928,193
929,186
930,181
931,193
932,96
933,155
934,181
935,96
936,198
937,181
938,193
939,186
940,181
941,96
942,193
943,184
944,96
945,191
946,193
947,193
948,181
949,193
950,191
951,181
952,193
953,193
954,193
955,157
956,155
957,197
958,181
959,191
960,193
961,193
962,193
963,181
964,186
965,181
966,193
967,186
968,191
969,186
970,181
971,191
972,193
973,157
974,96
975,197
976,157
977,191
978,193
979,193
980,184
981,193
982,181
983,193
984,186
985,160
986,96
987,188
988,96
989,193
990,193
991,193
992,186
993,181
994,193
995,193
996,181
997,197
998,181
999,186
