id,target
374,155
375,155
376,193
377,155
378,155
379,193
380,200
381,96
382,96
383,193
384,155
385,193
386,96
387,200
388,193
389,96
390,193
391,96
392,200
393,193
394,193
395,193
396,96
397,96
398,193
399,200
400,200
401,184
402,185
403,184
404,200
405,200
406,200
407,199
408,185
409,199
410,96
411,96
412,155
413,185
414,185
415,155
416,185
417,155
418,199
419,199
420,155
421,200
422,155
423,184
424,199
425,184
426,200
427,96
428,193
429,193
430,193
431,184
432,199
433,200
434,184
435,200
436,184
437,184
438,155
439,155
440,200
441,193
442,199
443,155
444,193
445,193
446,193
447,193
448,193
449,193
450,193
451,193
452,193
453,193
454,193
455,193
456,193
457,193
458,185
459,185
460,155
461,193
462,96
463,155
464,193
465,199
466,193
467,193
468,200
469,199
470,199
471,185
472,155
473,200
474,155
475,155
476,155
477,199
478,184
479,193
480,193
481,200
482,193
483,199
484,185
485,193
486,193
487,193
488,199
489,185
490,193
491,184
492,185
493,193
494,199
495,185
496,199
497,199
498,193
499,185
500,193
501,193
502,96
503,193
504,193
505,193
506,193
507,193
508,193
509,193
510,155
511,155
512,155
513,155
514,155
515,185
516,199
517,155
518,185
519,155
520,155
521,96
522,96
523,96
524,96
525,96
526,96
527,96
528,184
529,96
530,96
531,193
532,96
533,185
534,200
535,200
536,185
537,199
538,185
539,155
540,199
541,185
542,199
543,199
544,199
545,199
546,196
547,199
548,199
549,199
550,184
551,96
552,96
553,185
554,193
555,155
556,96
557,193
558,96
559,96
560,96
561,199
562,96
563,199
564,155
565,199
566,96
567,96
568,193
569,199
570,199
571,155
572,200
573,193
574,199
575,96
576,185
577,193
578,155
579,96
580,193
581,193
582,155
583,96
584,185
585,96
586,199
587,193
588,155
589,155
590,193
591,193
592,155
593,96
594,193
595,155
596,193
597,185
598,185
599,199
600,185
601,155
602,96
603,96
604,193
605,199
606,155
607,155
608,96
609,185
610,193
611,96
612,193
613,185
614,193
615,193
616,193
617,185
618,96
619,199
620,185
621,199
622,184
623,193
624,193
625,185
626,96
627,193
628,184
629,96
630,96
631,155
632,96
633,199
634,184
635,155
636,96
637,199
638,193
639,195
640,193
641,184
642,199
643,193
644,155
645,155
646,185
647,199
648,199
649,193
650,193
651,96
652,193
653,199
654,184
655,199
656,185
657,185
658,185
659,96
660,199
661,193
662,200
663,185
664,193
665,185
666,155
667,185
668,199
669,155
670,199
671,199
672,184
673,199
674,193
675,193
676,193
677,96
678,199
679,199
680,155
681,184
682,185
683,199
684,199
685,199
686,155
687,193
688,193
689,193
690,199
691,193
692,193
693,199
694,96
695,193
696,199
697,193
698,199
699,185
700,193
701,96
702,155
703,96
704,193
705,193
706,96
707,185
708,96
709,96
710,199
711,193
712,96
713,155
714,199
715,96
716,193
717,193
718,193
719,193
720,155
721,185
722,184
723,200
724,155
725,193
726,193
727,193
728,96
729,193
730,193
731,96
732,155
733,185
734,193
735,199
736,193
737,193
738,193
739,193
740,96
741,185
742,193
743,96
744,193
745,193
746,193
747,185
748,199
749,199
750,185
751,199
752,193
753,200
754,96
755,199
756,193
757,185
758,193
759,193
760,96
761,185
762,96
763,155
764,155
765,200
766,193
767,193
768,96
769,96
770,193
771,193
772,96
773,193
774,184
775,155
776,155
777,195
778,199
779,185
780,193
781,185
782,199
783,96
784,193
785,155
786,193
787,196
788,155
789,96
790,193
791,96
792,185
793,96
794,96
795,96
796,193
797,185
798,199
799,185
800,193
801,155
802,200
803,155
804,193
805,96
806,193
807,185
808,193
809,199
810,193
811,184
812,155
813,193
814,185
815,185
816,185
817,193
818,193
819,193
820,155
821,155
822,155
823,193
824,193
825,193
826,155
827,193
828,155
829,184
830,200
831,200
832,96
833,155
834,185
835,155
836,199
837,155
838,155
839,193
840,199
841,193
842,155
843,96
844,193
845,199
846,199
847,199
848,193
849,155
850,96
851,200
852,193
853,96
854,155
855,193
856,193
857,185
858,193
859,193
860,199
861,199
862,184
863,199
864,155
865,193
866,199
867,96
868,96
869,96
870,185
871,193
872,155
873,193
874,185
875,199
876,155
877,155
878,155
879,200
880,96
881,193
882,193
883,155
884,155
885,193
886,96
887,193
888,96
889,184
890,200
891,155
892,185
893,193
894,199
895,199
896,200
897,199
898,193
899,193
900,96
901,96
902,200
903,193
904,200
905,193
906,96
907,193
908,185
909,96
910,185
911,193
912,96
913,184
914,96
915,193
916,185
917,199
918,185
919,193
920,200
921,200
922,193
923,193
924,96
925,155
926,193
927,193
928,193
929,185
930,200
931,193
932,96
933,155
934,199
935,96
936,199
937,200
938,193
939,185
940,200
941,96
942,193
943,199
944,96
945,155
946,193
947,193
948,199
949,193
950,155
951,199
952,193
953,193
954,193
955,184
956,155
957,155
958,200
959,155
960,193
961,193
962,193
963,199
964,185
965,200
966,193
967,185
968,155
969,185
970,199
971,155
972,193
973,184
974,96
975,155
976,184
977,155
978,193
979,193
980,184
981,193
982,199
983,193
984,185
985,185
986,96
987,199
988,96
989,193
990,193
991,193
992,185
993,199
994,193
995,193
996,199
997,155
998,199
999,185
